gbm133a,ModuleColor,K.WholeNetwork,K.Intra,K.Out,Gene.Symbol,LocusLink,Set55Coxpvalue,HazardRatio55,HRlowerCI55,HRupperCI55,HRSD55,Set65Coxpvalue,Set65HazardRatio,Set65HRlower95,Set65HRupper95,Set65HRsd,Set55_ORI_10219_10218,Set55_ORI_10735_10730,Set55_ORI_14605_14585,Set55_ORI_14607_14586,Set55_ORI_14609_14587,Set55_ORI_14617_14591,Set55_ORI_14623_14594,Set55_ORI_14629_14597,Set55_ORI_14631_14598,Set55_ORI_14633_14599,Set55_ORI_14635_14600,Set55_ORI_14639_14602,Set55_ORI_15426_15407,Set55_ORI_15428_15408,Set55_ORI_15430_15409,Set55_ORI_15432_15410,Set55_ORI_15434_15411,Set55_ORI_15438_15414,Set55_ORI_15440_15415,Set55_ORI_15442_15417,Set55_ORI_15444_15418,Set55_ORI_15446_15419,Set55_ORI_15448_15420,Set55_ORI_15450_15421,Set55_ORI_15452_15422,Set55_ORI_15454_15424,Set55_ORI_15456_15425,Set55_ORI_15479_15471,Set55_ORI_15662_15649,Set55_ORI_4368_4367,Set55_ORI_4378_4377,Set55_ORI_4388_4387,Set55_ORI_4770_4761,Set55_ORI_4772_4762,Set55_ORI_4774_4763,Set55_ORI_4776_4764,Set55_ORI_4778_4765,Set55_ORI_4780_4766,Set55_ORI_4782_4767,Set55_ORI_4784_4768,Set55_ORI_4786_4769,Set55_ORI_6922_6907,Set55_ORI_6924_6908,Set55_ORI_6926_6909,Set55_ORI_6928_6910,Set55_ORI_6930_6911,Set55_ORI_6932_6912,Set55_ORI_6934_6913,Set55_ORI_6936_6914,Set55_ORI_6938_6915,Set55_ORI_6940_6916,Set55_ORI_6944_6918,Set55_ORI_6946_6919,Set55_ORI_6948_6920,Set55_ORI_6950_6921,Set65_21484_21474,Set65_21486_21475,Set65_21488_21476,Set65_21490_21477,Set65_21492_21478,Set65_21494_21479,Set65_21496_21480,Set65_22566_22553,Set65_22567_22554,Set65_22568_22555,Set65_22569_22556,Set65_24016_24007,Set65_24017_24008,Set65_24018_24009,Set65_24019_24010,Set65_24022_24013,Set65_24024_24015,Set65_25733_25718,Set65_25734_25719,Set65_25735_25720,Set65_25736_25721,Set65_25737_25722,Set65_25738_25723,Set65_25739_25724,Set65_25741_25726,Set65_25742_25727,Set65_25743_25728,Set65_25744_25729,Set65_25746_25731,Set65_26327_26321,Set65_26328_26322,Set65_26329_26323,Set65_26330_26324,Set65_26331_26325,Set65_26332_26326,Set65_26340_26336,Set65_26341_26337,Set65_26342_26338,Set65_26343_26339,Set65_26490_26484,Set65_26491_26485,Set65_26493_26487,Set65_26495_26489,Set65_34086_34071,Set65_34088_34072,Set65_34092_34074,Set65_34098_34077,Set65_34100_34078,Set65_34102_34079,Set65_34106_34081,Set65_34108_34082,Set65_34110_34083,Set65_34705_34696,Set65_34711_34699,Set65_34715_34701,Set65_34717_34702,Set65_35449_35438,Set65_35455_35441,Set65_35457_35442,Set65_35459_35443,Set65_35461_35444,Set65_35463_35445,Set65_35465_35446,Set65_35467_35447,Set65_35469_35448
200064_at,turquoise,27.03279417,18.97028334,8.06251083,HSPCB,3326,0.674,1.18,0.675,2.07,0.286,0.157,0.482,0.283,0.821,0.271,3918.61,2894.85,2556.13,3128.55,2521.72,3685.28,3024.8,2155.58,2488.44,3405.02,3564.57,3298.64,2712.1,3482.02,4362.75,3547.45,3837.95,3474.43,3321.89,3203.3,2612.21,3209.54,2864.37,2286.76,3581.94,2315.22,3289.19,2563.04,3980.93,4483.75,3722.01,3262.03,3485.64,2982.81,4233.9,3005.33,2619.74,4291.5,3110.94,4197.69,4064.49,3407.3,4728.43,3085.88,3126.49,3313.16,3523.31,3139.32,3022.8,3617.46,4384.25,2954.05,2756.72,4171.11,3036.98,1505.92,3210.51,2653.15,3207.77,3258.49,2323.07,3782.78,4697.92,3117.31,3493.3,3352.36,3624.76,4928.26,1671.67,4025.22,5172.77,2571.1,2931.37,4638.53,4075.2,3755.18,3354.98,3977.56,3195.49,3373.73,3832.51,3199.14,3479.6,5804.33,3416.5,4366.46,3494.75,4461.61,4484.7,3898.34,4327.02,3478.53,4900.87,5077.83,2708.38,3151.83,3230.4,3122.55,3550.1,5493.6,3505.72,3559.13,3477.05,3718.88,3888.38,3937.88,3667.02,3593.56,4301.7,3580.34,2980.26,3377.78,2971.64,4037.97,3485.84,4020.78,2904.99,3318,2866.82,3361.39
200072_s_at,grey,30.02645775,8.943823829,21.08263392,HNRPM,4670,0.975,0.68,0.388,1.19,0.287,0.964,1.28,0.774,2.12,0.257,510.251,1229.3,1121.68,966.141,1156.45,1155.4,1003.97,1104.81,972.842,1177.96,1062.99,1391.83,1461.09,976.672,795.029,1018.04,812.061,1273.98,1062.22,1397.47,958.6,925.712,989.21,1177.99,784.072,886.967,1307.33,897.944,1320.94,1008.61,1299.81,924.709,514.88,679.747,593.666,886.365,675.856,754.373,733.58,439.953,905.982,1225.54,896.26,1152.13,1233.44,1170.44,1084.88,1041.46,871.441,1022.81,957.3,1181.19,1138.91,1457.92,1020.68,596.538,1258.18,646.206,801.831,1162.99,965.111,784.655,441.578,916.166,1333.4,955.99,759.396,563.34,547.669,1177.1,698.206,1117.31,1081.08,750.738,1088.15,1200.27,1302.69,1027.27,1544.36,1369.61,1481.72,1217.53,1771.96,860.279,1477.22,1901.13,1170.74,1258.82,902.554,953.886,986.45,752.107,1180.52,1196.21,1117.15,1198.61,1046.73,930.155,1614.39,1212.86,1116.06,841.428,1730.53,1120.8,1207.32,1130.14,742.808,1384.31,1024.8,1412.76,1009.59,1041.73,1691.2,1764.34,1118.24,1137.28,1131.98,1451.63,1144.05,1243.72
200077_s_at,grey,13.20387027,4.28036697,8.9235033,OAZ1,4946,0.026,2.04,1.14,3.65,0.296,0.332,1.28,0.774,2.13,0.258,3682.95,4091.56,3952.93,5244.74,4368.76,3793.78,3540.73,3825.5,4055.99,3977.49,3146.16,3341.64,3500.09,4680.75,4532.93,3309.09,4349.57,3496.82,4070.26,3959.11,4343.07,3928.16,3548.5,4293.78,3936.39,3910.59,3879.82,4685.65,3948.04,4262.81,3539.25,4449.57,4299.65,3467.58,4288.59,3738.52,3802.97,4120.12,3545.3,4548.23,4506.53,4409.7,4258.73,3527.03,3149.35,3741.75,3373.66,3631.77,3872.6,3645.72,2201.94,3351.05,4503.15,4162.6,4684.86,3905.71,4214.2,3897.43,4428.62,4862.87,4807.38,3877.42,4333.15,3931.63,4023.43,4328.85,4672.84,4719.88,4148.56,3307.62,4702.18,4261.79,4763.42,4725.94,3744.04,5402.4,3506.06,3623.97,2925.77,3305.63,4744.74,3301.33,3629.39,5576.08,5090.13,3934.48,5006.53,4589.58,4649.87,4910.36,4229.27,4502.18,3723.83,3185.75,3052.37,3467.05,3602.26,4462.87,4505.87,4658.18,4747.62,5074.67,4476.02,4667.8,4957.13,5757.99,4573.1,4701.42,3922.31,5034,4263.2,5026.99,4953.97,4401.44,5233.09,4211.8,5082.65,4974.35,5286.37,4758.17
200078_s_at,grey,21.86098541,5.837982439,16.02300297,ATP6V0B,533,0.00552,1.54,0.879,2.71,0.288,0.178,1.38,0.824,2.3,0.262,1502.43,1149.68,1467.57,1533.87,1269.68,1466.38,1186.45,1101.63,1655.7,1120.03,1074.09,887.584,1370.07,1655.64,1593.49,1260.56,1438.86,1251.88,1326.26,1138.79,1337.24,1275.31,896.348,1332.29,1195.74,1210.74,1029.93,1541.96,1378.55,1436.38,1372.44,1847.96,1902.25,1081.31,1423.84,1251.76,1773.21,1351.82,1437.07,2001.16,1965.42,1495.53,1641.42,1259.85,1421.69,1210.62,1202.2,1099.94,913.837,1174.4,464.969,1127.97,1388.12,1341.38,1366.91,2046.72,1215.35,1112.89,1282.62,1057.52,1546.2,1260.05,1026.31,1055.96,1182.64,1019.02,1325.12,1425.24,808.976,1079.03,1203.97,1378.48,1127.59,1425.05,875.141,1576.07,1204.33,651.581,970.789,1024.27,878.089,761.233,733.397,1251.31,924.514,543.281,1352.86,973.517,1415.34,1131.68,1017.3,1094.36,632.705,506.49,1030.02,1257.8,1355.69,1717.64,1051.76,1538.66,1138,1735.14,2240.41,1140.1,1086.34,1284.16,1783.63,1002.24,1280.21,1694.2,1914.22,1288.61,1289.97,1128.54,1538.96,1323.68,1321.8,1052.37,1661.24,1360.37
200083_at,grey,15.7009936,3.956374774,11.74461883,USP22,23326,0.114,2.25,1.26,4.02,0.296,0.952,1.01,0.605,1.68,0.26,1759.53,1855.15,1867.48,1611.14,1885.55,2032.4,1916.01,1566.07,1862.47,1338.37,1498.39,1412.43,2231.08,2041.68,1896.77,2071.02,2041.54,1613.04,1618.61,1911.15,1996.79,2110.28,1357.74,1639.47,1925,1064.93,1437.89,1433.77,1592.46,2440.42,2128.44,1809.72,2102.74,1371.57,1861.19,1259.5,1575.07,1759.37,1941.05,2433.41,2065.54,2037.15,2311.31,1756.64,2366.71,1905.89,1747.73,2068.47,1783.75,1736.76,1876.61,1491.53,1801.38,2007.09,1659.47,2189.9,1989.84,2238.61,1866.55,2677.75,2356.25,1901.79,2317.03,1514.83,1830.34,1776.35,1942.49,2713.31,2559.71,1856.87,2504.78,1766.37,1901.24,2307.64,1600.6,1631.66,1513.34,1769.32,1764.92,1516.51,2313.39,2315.32,2180.49,2948.44,2245.65,2308.58,2069.78,1590.52,2051.62,1366.86,2104.17,2081.01,2556.19,2798.6,2529.21,2090.26,1694.71,2149.56,1688.55,2232.68,1634.29,1908.1,1817.68,1742.44,1979.3,2287.4,1735.31,1842.1,1405.43,1431.01,1982.99,1889.69,1727.54,1825.83,1714.56,1583.73,1758.91,1793.17,1585.31,2098.73
200594_x_at,grey,18.73845494,7.651123525,11.08733142,HNRPU,3192,0.902,0.825,0.472,1.44,0.284,0.677,0.667,0.394,1.13,0.268,1558.85,1836.69,1676.26,1837.7,2239.38,1805.87,1425.61,1816.67,1563.27,2311.64,1828.16,1958.82,3393.73,2620.01,1958.99,2907.1,2367.41,2403.57,1973.5,2694.24,2797.4,2433.66,1995.19,2085.11,1867.4,2199.53,2415.87,1657.8,2877.97,2424.53,2854.76,1912.11,1486.71,1783.1,1731.74,1977.25,1585.25,2009.3,2124.84,1563.89,2228.38,2164.92,965.551,2493.59,2697.38,2635.04,2043.31,1918.56,2268.4,2672.9,2128.71,2137.19,2290.2,2320.74,1998.32,1788.61,2481.07,1757.11,2558.57,2636.18,1787.15,2321.73,1796.38,2684.25,2941.32,1972.39,2140.56,2398.51,2731.02,3642.09,2330.62,1649.61,2713.96,2370.92,2704.72,3006.76,2856.98,2034.35,2857.16,2930.74,2971.98,2786.32,3068.37,3024.41,2632.9,3201.62,2350.35,2801.8,2143.33,1724.59,2054.59,1738.33,2419.42,2556.7,1495.59,1838.96,2095.32,2085.54,2838.91,2778.43,2110.57,2043.4,2518.07,2519.48,2357.58,2813.56,1578.61,2527.12,2444.44,2294.05,1959.69,1811.97,2195.75,2733.34,2039.28,2359.98,2240.36,2388.81,2109.83,2197.17
200599_s_at,grey,27.77247255,12.41679493,15.35567762,TRA1,7184,0.935,1.11,0.637,1.94,0.284,0.0934,1.49,0.892,2.5,0.263,1835,1961.83,2257.88,2704.17,1941.53,1804.48,1651.5,3092.59,2845.15,1773.09,1525.02,1778.88,2605.92,2590.24,2185.04,2097.19,2150.63,3387.92,3098.77,2520.65,2707.86,2439.8,2813.93,3151.64,2485.28,3274.92,3239.38,2693.99,2519.41,2387.18,2068.71,2595.46,1603.79,2352.19,1457.53,1986.8,2372.95,2112.92,2600.42,1616.61,2066.53,2484.25,1801.18,2781.31,2008,3032.31,1550.71,2521.98,2089.12,2963.49,1739.63,1954.36,2931.45,2240.06,2808.75,2354.5,1583.17,2468.86,3010.5,3224.87,1372.6,2070.17,1782.36,3860.56,3004.23,3031.07,4018.36,1853.29,2985.54,3025.11,1721.5,2394.69,3298.48,2073.63,1560.49,3627.34,2498.08,1783.47,2599.94,3223.38,3187.67,2279.11,3089.12,2654.42,2878.67,1663.38,3322.69,2729.47,2640.25,3714.43,2864.91,4124.38,2287.98,1635.8,3280.84,2107.25,2936.29,3533.26,2481.61,2402.16,2364,3472.43,2809.44,2404.59,3072.47,2655.44,2283.74,2947.11,3081.45,3085.97,1993.8,1653.39,3186.21,3100.2,3430.46,3571.8,3499,2887.43,3221.94,1939.83
200600_at,grey,61.71704071,32.36570706,29.35133365,MSN,4478,0.603,1.28,0.727,2.26,0.289,0.363,1.04,0.628,1.72,0.258,912.278,2091.08,1237.72,1720.35,2106.79,489.073,396.762,1417.36,1783.76,514.713,431.562,1344.59,427.66,1902.53,1522.48,470.464,1271.07,603.575,2724.37,1765.81,2120.75,1858.75,2550.4,2810.02,1534.52,2254.52,2214.34,2745.87,2286.71,2313.02,1914.77,2536.96,990.51,2353.79,1076.22,2053.83,1864.6,937.228,1582.27,771.188,1159.33,2104.61,494.931,1004.66,2077.81,1879.5,756.009,2092.7,1039.07,2183.34,977.421,1624.76,2172.72,551.498,2787,1879.04,2118.21,2239.88,2740.35,2761.83,1714.05,2348.11,382.285,2408.52,2432.49,2218.73,2192.53,702.019,1933.14,1525.82,735.44,2530.08,2651.93,817.455,1747.96,2413.33,1487.33,278.882,607.821,227.248,565.754,434.805,480.847,632.696,1878.16,255.296,2003.11,2221.26,2314.43,2833.2,354.053,1546.97,405.961,343.437,1495.05,738.273,1979.88,1811.05,2006.71,1780.94,1617.24,2273.84,2313.18,2018.56,2580.7,2578.16,1447.45,2690.32,2451.52,2151.29,2183.73,1249.96,1663.99,2111.33,2241.06,2142.9,2050.01,2135.63,2044,846.715
200601_at,grey,19.39472685,10.57971569,8.815011152,ACTN4,81,0.74,1.43,0.812,2.51,0.288,0.0554,1.1,0.658,1.82,0.26,501.471,871.05,455.441,597.874,740.902,329.856,304.796,464.258,636.484,218.795,300.039,962.712,372.248,840.823,557.508,536.365,646.246,653.66,666.757,980.029,828.255,408.777,692.98,987.469,622.674,593.198,1038.99,1310.61,1140.35,727.087,452.19,580.621,490.556,617.175,260.504,936.865,1079.71,457.922,494.958,465.549,630.242,707.509,589.036,546.81,618.58,1022.88,513.482,719.033,457.078,985.553,134.26,659.595,587.429,655.428,1400.9,573.657,753.486,853.238,528.319,594.564,1019.49,513.88,227.279,484.01,1442.9,992.134,625.41,463.577,611.525,661.802,480.772,793.279,537.907,567.849,257.471,664.986,189.849,142.832,399.35,427.725,776.994,254.031,373.203,413.512,1078,256.487,650.761,630.11,770.597,871.839,439.792,787.214,112.54,172.837,505.836,585.883,763.256,620.332,408.177,737.668,985.322,879.49,885.626,970.568,875.64,866.081,673.828,1265.61,880.243,780.292,706.216,690.2,1077.88,981.748,1099.29,1222.74,817.246,1410.47,1228.75,853.474
200603_at,turquoise,43.22836242,35.55297868,7.675383742,PRKAR1A,5573,0.613,0.951,0.544,1.66,0.284,0.921,1.14,0.681,1.91,0.263,1890.73,1385.19,1802.76,1833.85,2035.2,2037.79,1441.08,2120.21,1663.91,1771.36,1455.97,1596.6,1681.29,2099.61,1830.78,1790.63,2167.57,1433.6,1605,1669.51,1884.4,1984.7,1667.48,1859.59,2115.07,1595.42,1553.12,1640.06,1915.71,1644.17,1309.2,1369.09,2153.47,1439.97,2097.73,1429.2,1977.23,2306.34,1897.45,3053.22,2284.42,1842.06,2119.64,1558.11,1757.72,2037.61,1732.09,1528.26,1891.3,1641.82,1578.74,1334.22,2100.3,1581.19,1992.03,1319.33,1926.61,1508.04,2067.34,2108.52,1554.61,1693.73,2403.11,1619.09,2172.13,1847.15,1955.94,2655.37,1899.81,1592.43,2331.97,1962.78,1724.94,2172.56,1750.15,2187.86,1672.07,1746.86,1606.16,1335.66,1952.24,1726.04,1362.79,3159.1,2133.36,1760.2,1884.89,1390.37,1840.38,1148.51,1877.28,1936.22,2141.49,2329.16,1367.57,1615.66,1727.12,1912.57,1535.09,2129.6,1877.04,1560.72,1334.19,1800.46,1851.11,2028.47,1731.56,1715.95,1075.11,1495.22,1413.29,1634.85,1829.99,1279.72,1706.07,1602.06,1581.86,1856.1,1821.62,1698.05
200606_at,blue,23.01817794,21.52963924,1.488538703,DSP,1832,0.121,1.24,0.706,2.17,0.286,0.561,1.1,0.662,1.82,0.258,82.9982,69.2352,171.659,1172.59,107.515,54.5473,194.843,49.4479,177.062,86.0375,47.8496,80.2388,40.8926,60.9628,92.7144,32.3261,39.333,78.9737,124.164,308.05,50.329,76.8046,53.0527,51.8851,74.7705,61.5612,79.4608,1223.1,49.199,35.2239,39.3949,76.4336,72.227,47.0908,60.1883,133.719,91.006,45.623,63.8803,82.8131,82.9257,46.3776,252.111,68.5287,61.5671,77.902,67.5444,47.5623,50.2991,71.7123,82.5987,68.0182,61.7539,32.1579,72.2684,41.6167,96.2658,117.072,102.358,38.1541,71.4603,66.9164,73.1387,32.5165,88.1275,42.9356,55.718,172.325,61.5256,23.4891,64.2433,133.659,286.742,147.344,33.7079,34.6578,35.4782,30.4198,23.5999,42.4407,37.0172,19.6979,28.7171,61.1347,71.4011,34.1263,54.7594,28.1644,37.3084,31.9633,44.6076,61.5914,66.412,79.134,15.977,48.548,48.9881,48.0703,61.0664,31.924,42.6051,29.7796,35.4294,57.4362,42.8215,48.8152,99.796,38.6435,92.8474,40.3123,118.15,74.7054,170.525,40.9038,196.848,107.097,500.477,78.128,104.015,31.4797
200609_s_at,grey,64.01980112,25.09862858,38.92117254,WDR1,9948,0.934,0.804,0.461,1.4,0.283,0.649,1.33,0.796,2.21,0.261,816.976,1198.1,1010.47,1606.21,1571.78,891.512,700.415,1165.42,1422.73,926.97,706.253,1021.33,674.093,1288.35,1065.44,986.903,964.558,1140.28,1142.42,1424.29,1330.81,1213.38,1010.76,1785.85,1254.07,1628.93,1262.76,1950.67,1420.24,1381.62,1327.22,1520.31,896.002,1612.24,822.097,1410.04,1804.75,901.379,1279.52,871.029,1136.79,1015.7,744.573,1506.71,880.512,1150.59,868.364,1027.94,1450.57,1261.72,535.561,1083.3,1562.82,1154.91,1962.16,1596.71,1545.86,2147.85,1573.07,1940.12,1564.22,1315.81,572.952,1517.56,1511.55,1427.73,1431.09,781.204,744.6,1099.02,765.876,1942.98,1814.1,987.293,1414.82,1415.38,967.9,880.75,1078.67,876.135,1243.31,557.404,802.522,908.912,1516.76,710.133,1554.49,827.106,1426.12,1431.11,1222.71,1562.83,698.089,894.292,1233.79,811.709,957.788,1500.52,1434.78,1212.71,1038.03,1384.64,1436.85,1434.48,1447.76,2009.68,1035.54,2225.21,1810.81,1695.49,2082.15,1266.41,2043.84,1622.6,1903.56,2018.91,1920.38,1733.57,1788.22,930.767
200618_at,grey,20.92330272,9.385414329,11.53788839,LASP1,3927,0.191,1.8,1.02,3.18,0.291,0.529,0.975,0.588,1.61,0.258,1091.09,1236.81,1231,1490.78,1352.16,1303.25,1018.83,1187.11,1379.05,1033.22,903.265,874.191,1129.23,1357.17,1031.22,859.604,1014.61,1315.39,1878.88,1382.76,1064.78,1178.69,1161.23,1212.01,1239.86,1120.48,1307.3,1920.2,1495.77,1375.6,1196.53,1438.75,1053.33,1288.17,951.887,1374.51,1469.92,781.591,1509.89,1297.14,1307.15,1305.23,1147.95,1197.28,1353.33,1373.74,1153.13,1323.77,1451.86,1087.88,955.295,1169.43,1339.13,792.422,1166.46,1743.42,1259.3,1581.62,1417.93,1375,1930.74,1131.37,818.566,1356,1256.29,1209.73,1572.19,1069.88,1133.49,1419.69,1180.89,1611.2,1568.66,1007.47,963.99,1203.44,1139.32,1186.95,957.22,944.058,1231.01,1101.17,1092.59,1131.85,847.781,918.873,1188.41,947.32,1127.73,1124.35,1080.59,1002.46,1020.84,1121.02,944.402,1097.27,1257.93,1312.74,1508.76,1128.11,970.766,1247.65,1363.79,1337.81,1050.14,1049.69,851.215,1233.28,665.246,1215.45,1269.43,918.676,1141.67,1288.07,1202.68,1001,1168.79,1132.57,1248.74,798.414
200619_at,grey,9.139612103,6.952263133,2.18734897,SF3B2,10992,0.766,0.733,0.417,1.29,0.287,0.37,0.778,0.463,1.31,0.265,561.429,889.234,826.241,761.394,1087.83,860.453,763.762,708.049,943.436,1243.07,1281.06,867.426,1265.04,852.178,622.227,1035.89,656.174,818.379,745.631,930.212,831.468,945.944,671.835,798.182,571.842,701.874,694.692,707.918,773.737,952.764,957.447,558.191,927,700.474,468.574,709.062,920.436,666.404,1061.59,890.365,1141.77,882.62,1003.03,1280.3,1077.7,871.692,889.766,1091.22,924.842,964.181,978.256,818.219,906.439,1216.64,867.881,838.931,959.452,979.143,671.941,1054.81,928.086,960.118,290.241,807.152,665.916,674.784,665.834,703.398,1170.98,787.76,658.939,1043.92,1177.48,783.32,1198.45,1111.65,1077.05,984.036,1160.85,1193.76,962.983,914.026,1156.87,906.981,1283.72,1502.77,1285.98,985.915,998.022,748.461,731.171,886.744,1245.28,1142.39,920.461,924.943,576.388,904.708,1461.33,1160.44,866.701,1020.27,917.879,928.396,1022.32,1156.27,874.708,1053.31,1139.84,1286.23,998.68,614.65,1156.1,1030.4,1059.11,1097.47,958.179,1018.3,831.296,803.914
200620_at,blue,27.30306657,18.19813165,9.10493492,C1orf8,9528,0.152,1.54,0.878,2.69,0.285,0.785,1.14,0.691,1.9,0.258,1276.59,1200.09,1241.41,1648.93,1366.1,1011.28,787.082,1224.33,1316.7,1260.68,1207.07,686.575,1530.31,1619.41,1201.68,1035.43,1337.91,1384.29,1831.93,1140.48,1436.43,1309.23,1281.42,1443.04,1328.66,1154.82,1191.23,1612.63,1289.81,1463.46,1213.47,2039.06,1322.83,1085.96,1237.14,1389.02,1324.41,1479.92,1199.6,1264.65,1160.67,1521.18,1364.79,1396.68,1176.95,1401.43,1119.64,1111.6,1255.59,1521.26,671.068,1119.92,1537.88,1278.72,1502.05,1103.25,1135.32,1457.13,1529.31,1402.05,830.291,1336.87,889.395,1462.26,1292.95,1621.82,1958.03,1310.13,722.109,927.364,1631.84,1680.48,1348.11,1299.02,1278.08,1779.52,1474.23,997.919,1449.29,1248.58,1329.02,980.575,1333.44,1218.3,1425.48,779.552,1538.34,702.718,1435.49,1759.62,1053.62,1760.57,896.095,841.196,973.554,1674.1,1475.18,1567.24,1431.86,1171.18,1118.94,1918.15,1625.77,1536.86,1830.55,1410.23,1112.19,1564.7,1451.65,1496.05,1549.48,948.981,1467.23,1293.15,1766.01,1554.14,2254.39,1463.92,1415.17,1437.9
200621_at,green,25.8419782,12.04287831,13.79909989,CSRP1,1465,0.044,1.88,1.07,3.3,0.288,0.321,1.18,0.713,1.97,0.259,2183.46,636.631,2047.75,1849.08,2843.55,1933.95,1573.96,866.922,2188.44,462.684,894.281,525.072,1576.24,2827.65,2658.39,579.279,3364.26,701.989,774.384,737.579,1246.19,2251.78,1426.14,980.104,1885.54,422.047,1143.27,1339.18,919.431,1331.35,1108.74,646.102,1732.59,1050.66,2039.03,817.038,668.65,2199.88,990.645,1894.7,1553.72,1274.51,1867.69,613.789,501.545,965.724,379.015,2470.86,1226.82,1046.43,311.973,551.56,1573.71,542.575,2407.36,1641.77,1258.21,1023.17,614.116,975.906,702.776,1369.45,1203.26,522.265,627.255,691.641,697.735,1694.03,655.139,314.499,2115.74,1235.76,2000.23,3420.94,652.346,2042.8,272.254,1481.39,612.844,212.303,202.078,677.477,287.691,2550.19,1430.33,606.546,922.212,1291.76,3122.25,666.086,174.422,858.063,332.159,405.536,486.381,1279.87,710.504,1124.41,1768.92,1286.73,2292.3,989.62,938.424,2317.61,931.129,2329.02,1141.29,2638.27,617.688,1113.71,1578.54,1833.54,1522.58,1035.43,1763.79,1331.56,1803.73,2010.01,1270.42,2725.5
200623_s_at,turquoise,209.3145505,192.2483846,17.06616582,CALM3,808,0.263,1.01,0.577,1.77,0.285,0.801,0.961,0.58,1.59,0.258,2801.32,1262.02,911.038,1361.23,797.658,2251.65,1638.1,561.369,816.27,752.797,946.448,641.32,1426.74,2152.24,2665.23,1550.21,2387,925.125,540.865,1400.21,1082.3,1388.35,754.15,737.082,1893.36,1068.79,1125.91,1009.49,1633.89,1484.74,1497.78,840.713,2584.03,674.193,2480.7,816.169,1143.54,1902.79,1832.09,3802.37,2949.74,1176.01,4570.67,942.939,982.31,1038.81,1357.32,836.056,1183,1206.19,784.895,784.717,1474.24,764.857,1113.64,947.279,1002.85,858.693,641.658,866.727,1332.48,1285.22,3138.6,726.73,1550.64,880.691,614.353,4252.74,793.11,1289.62,4179.57,1638.91,487.298,3828.51,737.959,691.023,689.797,1819.16,1057.03,1186.16,789.36,893.563,448.388,4017.66,1080.13,486.417,687.658,714.093,2399.63,510.81,895.636,811.184,909.476,971.131,577.119,1000.13,862.29,1031.55,988.73,2219.73,1539.66,618.688,976.019,881.457,925.398,1560.15,2143.2,1029.01,1553.11,977.133,831.602,2123.49,876.095,1308.92,685.229,850.821,547.388,1246.36,652.14,1921.66
200631_s_at,brown,16.51858455,7.287757659,9.230826894,SET,6418,0.883,1.2,0.69,2.1,0.284,0.906,0.832,0.495,1.4,0.264,1297.47,1861.43,1629.97,1152.79,1557.17,1395.5,1555.96,1188.85,1435.83,1387.81,1415.42,2138.93,1863,1411.6,1172.98,2017.95,1282.95,1560.34,907.445,1675.89,1110.64,1806.24,1193.62,1108.57,1512.13,1407.63,1222.67,1064.9,2000.84,1677.81,2297.99,1142.89,1310.23,1166.2,1086.72,1805.8,1232.19,1271.94,1857.94,1666.33,1865.71,1701.97,1396.83,1210.82,2397.38,1611.22,1966.69,1788.56,1453.17,1824.15,1650.42,2067.28,1483.63,1751.02,1426.09,1101.44,1756.11,1124.42,1362.34,1270.05,1662.86,1407.7,1184.77,1282.73,1852.68,1622.57,968.856,1439.53,988.83,2450.01,1351.19,1444.51,1048.89,1533.92,1846.55,1372.57,1762.15,1867.07,2312.38,2859.08,2355.99,1641.09,2347.89,1633.27,1783.84,3202.05,1547.05,2445.75,1373.82,1049.58,1763.38,1424.78,1023.9,1623.35,2004.23,1709.01,2042.07,1809.43,1895.4,1776.9,1751.32,1401.52,2113.29,2112.84,1824.41,2086.97,1183.57,1987.99,1894.24,1852.6,1262.96,1439.65,1853.51,2251.34,1288.45,1436.48,1224.88,1931.81,1147.58,2077.73
200634_at,grey,101.1153617,39.53792994,61.57743178,PFN1,5216,0.743,1.02,0.584,1.78,0.285,0.048,1.75,1.03,2.99,0.272,1340.26,2653,1726.21,3367.4,2196.76,1077.09,1132.22,1827.78,2609.77,1766.05,1599.34,1196.31,2105.35,2714.48,1828.99,2607.95,1586.03,3002.82,3920.96,2346.06,2149.02,1752.26,2617.74,3595.75,2124.69,2947.61,2601.47,3408.4,2549.51,2690.79,2621.02,3256.29,1667.61,2559.61,1239.12,3060.01,3609.07,1319.11,2830.23,1164.29,2437.22,2783.92,1019.15,2536.49,2644.32,2629.71,2160.62,2474.23,2593.13,2785.69,1274.14,2182.02,3256.29,2491.84,2946.69,3158.43,3068.46,3139.82,3510.83,2678.81,2342.24,3092.23,646.454,3083.13,3584.22,2800.61,2958.75,1025.35,1210.76,1853.02,1104.38,3739.31,2391.25,1284.32,1650.68,2238.81,1176.14,1188.17,2528.61,1652.24,2396.51,958.775,2294.95,882.173,1899.15,1303.74,2832.87,2079.06,2163.95,3336.71,1797.75,2634.97,1352.25,1056.09,2577.57,1847.81,2422.53,2988.28,1492.47,2222.1,2247.75,2931.04,3255.43,2627.26,2329.57,2783.87,2328.46,2862.12,2484.86,3415.74,2562.48,1826.08,3241.27,3730.19,3725.76,3687.93,3224.28,2494.54,3598.51,2521.55
